cfheps_amount,zip,month,timely_issuance,agency_action
926.70,10451,2023-12-01,Timely,N/A
694.10,10451,2023-12-01,Timely,N/A
1780.00,10451,2023-12-01,Timely,N/A
2091.00,10451,2023-12-01,Timely,N/A
1351.30,10451,2023-12-01,Timely,N/A
869.70,10451,2023-12-01,Timely,N/A
204.00,10451,2023-12-01,Timely,N/A
2323.00,10451,2023-12-01,Timely,N/A
1282.25,10451,2023-12-01,Timely,N/A
893.69,10451,2023-12-01,Timely,N/A
1063.27,10451,2023-12-01,Timely,N/A
2317.20,10451,2023-12-01,Timely,N/A
685.00,10451,2023-12-01,Timely,N/A
889.13,10451,2023-12-01,Timely,N/A
1787.00,10451,2023-12-01,Timely,N/A
1923.00,10451,2023-12-01,Timely,N/A
716.00,10451,2023-12-01,Timely,N/A
966.65,10451,2023-12-01,Timely,N/A
2723.00,10451,2023-12-01,Timely,N/A
1296.00,10451,2023-12-01,Timely,N/A
483.00,10451,2023-12-01,Timely,N/A
1541.91,10451,2023-12-01,Timely,N/A
1186.68,10451,2023-12-01,Timely,N/A
774.60,10451,2023-12-01,Timely,N/A
308.10,10451,2023-12-01,Timely,N/A
1006.25,10451,2023-12-01,Timely,N/A
691.63,10451,2023-12-01,Timely,N/A
1334.56,10451,2023-12-01,Timely,N/A
919.83,10451,2023-12-01,Timely,N/A
1458.03,10451,2023-12-01,Timely,N/A
546.00,10451,2023-12-01,Timely,N/A
1170.25,10451,2023-12-01,Timely,N/A
977.24,10451,2023-12-01,Timely,N/A
980.90,10451,2023-12-01,Timely,N/A
1591.00,10451,2023-12-01,Timely,N/A
1002.91,10451,2023-12-01,Timely,N/A
998.00,10451,2023-12-01,Timely,N/A
1172.36,10451,2023-12-01,Timely,N/A
2091.00,10451,2023-12-01,Timely,N/A
487.50,10451,2023-12-01,Timely,N/A
938.12,10451,2023-12-01,Timely,N/A
137.00,10451,2023-12-01,Timely,N/A
844.85,10451,2023-12-01,Timely,N/A
1907.60,10451,2023-12-01,Timely,N/A
2006.00,10451,2023-12-01,Timely,N/A
1590.00,10451,2023-12-01,Timely,N/A
1836.84,10451,2023-12-01,Timely,N/A
939.41,10451,2023-12-01,Timely,N/A
2773.73,10451,2023-12-01,Timely,N/A
1591.00,10451,2023-12-01,Timely,N/A
598.55,10451,2023-12-01,Timely,N/A
1302.66,10451,2023-12-01,Timely,N/A
2013.00,10451,2023-12-01,Timely,N/A
1004.99,10451,2023-12-01,Timely,N/A
1180.00,10451,2023-12-01,Timely,N/A
524.27,10451,2023-12-01,Timely,N/A
281.65,10451,2023-12-01,Timely,N/A
194.99,10451,2023-12-01,Timely,N/A
1523.11,10451,2023-12-01,Timely,N/A
782.19,10451,2023-12-01,Timely,N/A
962.31,10451,2023-12-01,Timely,N/A
996.33,10451,2023-12-01,Timely,N/A
948.39,10451,2023-12-01,Timely,N/A
2230.90,10451,2023-12-01,Timely,N/A
1936.39,10451,2023-12-01,Timely,N/A
385.79,10451,2023-12-01,Timely,N/A
1205.02,10451,2023-12-01,Timely,N/A
1643.00,10451,2023-12-01,Timely,N/A
1225.70,10451,2023-12-01,Timely,N/A
872.37,10451,2023-12-01,Timely,N/A
776.51,10451,2023-12-01,Timely,N/A
866.53,10451,2023-12-01,Timely,N/A
964.79,10451,2023-12-01,Timely,N/A
1376.36,10451,2023-12-01,Timely,N/A
2622.21,10451,2023-12-01,Timely,N/A
1010.55,10451,2023-12-01,Timely,N/A
2286.90,10451,2023-12-01,Timely,N/A
1264.84,10451,2023-12-01,Timely,N/A
805.90,10451,2023-12-01,Timely,N/A
677.06,10451,2023-12-01,Timely,N/A
1680.12,10451,2023-12-01,Timely,N/A
2091.00,10451,2023-12-01,Timely,N/A
2143.00,10451,2023-12-01,Timely,N/A
1867.00,10451,2023-12-01,Timely,N/A
1042.54,10451,2023-12-01,Timely,N/A
1646.00,10451,2023-12-01,Timely,N/A
2606.73,10451,2023-12-01,Timely,N/A
1103.85,10451,2023-12-01,Timely,N/A
772.07,10451,2023-12-01,Timely,N/A
2149.00,10451,2023-12-01,Timely,N/A
845.73,10451,2023-12-01,Timely,N/A
928.52,10451,2023-12-01,Timely,N/A
1917.30,10451,2023-12-01,Timely,N/A
2912.70,10451,2023-12-01,Timely,N/A
2043.00,10451,2023-12-01,Timely,N/A
1464.90,10451,2023-12-01,Timely,N/A
661.58,10451,2023-12-01,Timely,N/A
1322.68,10451,2023-12-01,Timely,N/A
449.20,10451,2023-12-01,Timely,N/A
1867.27,10451,2023-12-01,Timely,N/A
278.04,10451,2023-12-01,Timely,N/A
785.20,10451,2023-12-01,Timely,N/A
1218.30,10451,2023-12-01,Timely,N/A
1938.00,10451,2023-12-01,Timely,N/A
738.25,10451,2023-12-01,Timely,N/A
752.20,10451,2023-12-01,Timely,N/A
970.60,10451,2023-12-01,Timely,N/A
95.02,10451,2023-12-01,Timely,N/A
2723.00,10451,2023-12-01,Timely,N/A
845.61,10451,2023-12-01,Timely,N/A
2045.00,10451,2023-12-01,Timely,N/A
1903.00,10451,2023-12-01,Timely,N/A
1849.70,10451,2023-12-01,Timely,N/A
849.74,10451,2023-12-01,Timely,N/A
1039.55,10451,2023-12-01,Timely,N/A
1213.00,10451,2023-12-01,Timely,N/A
1448.23,10451,2023-12-01,Timely,N/A
2399.70,10451,2023-12-01,Timely,N/A
451.33,10451,2023-12-01,Timely,N/A
1398.56,10451,2023-12-01,Timely,N/A
700.80,10451,2023-12-01,Timely,N/A
104.05,10451,2023-12-01,Timely,N/A
1183.84,10451,2023-12-01,Timely,N/A
505.67,10451,2023-12-01,Timely,N/A
2139.00,10451,2023-12-01,Timely,N/A
2027.90,10451,2023-12-01,Timely,N/A
1526.70,10451,2023-12-01,Timely,N/A
831.00,10451,2023-12-01,Timely,N/A
756.78,10451,2023-12-01,Timely,N/A
588.17,10451,2023-12-01,Timely,N/A
1665.00,10451,2023-12-01,Timely,N/A
1644.90,10451,2023-12-01,Timely,N/A
824.74,10451,2023-12-01,Timely,N/A
112.39,10451,2023-12-01,Timely,N/A
497.54,10451,2023-12-01,Timely,N/A
1923.00,10451,2023-12-01,Timely,N/A
718.92,10451,2023-12-01,Timely,N/A
1249.50,10451,2023-12-01,Timely,N/A
428.02,10451,2023-12-01,Timely,N/A
1622.70,10451,2023-12-01,Timely,N/A
1467.08,10451,2023-12-01,Timely,N/A
1867.00,10451,2023-12-01,Timely,N/A
1086.93,10451,2023-12-01,Timely,N/A
1643.00,10451,2023-12-01,Timely,N/A
2143.00,10451,2023-12-01,Timely,N/A
2444.60,10451,2023-12-01,Timely,N/A
2115.69,10451,2023-12-01,Timely,N/A
3145.48,10451,2023-12-01,Timely,N/A
897.86,10451,2023-12-01,Timely,N/A
1987.90,10451,2023-12-01,Timely,N/A
689.05,10451,2023-12-01,Timely,N/A
1273.89,10451,2023-12-01,Timely,N/A
620.16,10451,2023-12-01,Timely,N/A
2306.28,10451,2023-12-01,Timely,N/A
469.91,10451,2023-12-01,Timely,N/A
2155.00,10451,2023-12-01,Timely,N/A
579.24,10451,2023-12-01,Timely,N/A
1309.08,10451,2023-12-01,Timely,N/A
1954.25,10451,2023-12-01,Timely,N/A
1114.26,10451,2023-12-01,Timely,N/A
1630.80,10451,2023-12-01,Timely,N/A
1745.01,10451,2023-12-01,Timely,N/A
1536.00,10451,2023-12-01,Timely,N/A
1524.90,10451,2023-12-01,Timely,N/A
1568.94,10451,2023-12-01,Timely,N/A
693.50,10451,2023-12-01,Timely,N/A
1935.00,10451,2023-12-01,Timely,N/A
854.86,10451,2023-12-01,Timely,N/A
1504.78,10451,2023-12-01,Timely,N/A
1145.77,10451,2023-12-01,Timely,N/A
1998.00,10451,2023-12-01,Timely,N/A
1164.68,10451,2023-12-01,Timely,N/A
1472.12,10451,2023-12-01,Timely,N/A
1992.00,10451,2023-12-01,Timely,N/A
1123.80,10451,2023-12-01,Timely,N/A
1873.10,10451,2023-12-01,Timely,N/A
1963.42,10451,2023-12-01,Timely,N/A
1123.24,10451,2023-12-01,Timely,N/A
1168.35,10451,2023-12-01,Timely,N/A
1150.00,10451,2023-12-01,Timely,N/A
1480.00,10451,2023-12-01,Timely,N/A
1075.30,10451,2023-12-01,Timely,N/A
942.21,10451,2023-12-01,Timely,N/A
1505.40,10451,2023-12-01,Timely,N/A
1205.87,10451,2023-12-01,Timely,N/A
864.16,10451,2023-12-01,Timely,N/A
1091.70,10451,2023-12-01,Timely,N/A
402.27,10451,2023-12-01,Timely,N/A
597.92,10451,2023-12-01,Timely,N/A
834.59,10451,2023-12-01,Timely,N/A
875.03,10451,2023-12-01,Timely,N/A
1493.71,10451,2023-12-01,Timely,N/A
1041.55,10451,2023-12-01,Timely,N/A
1093.87,10451,2023-12-01,Timely,N/A
1083.48,10451,2023-12-01,Timely,N/A
2060.00,10451,2023-12-01,Timely,N/A
1114.17,10451,2023-12-01,Timely,N/A
558.77,10451,2023-12-01,Timely,N/A
1307.59,10451,2023-12-01,Timely,N/A
679.35,10452,2023-12-01,Timely,N/A
702.27,10452,2023-12-01,Timely,N/A
644.99,10452,2023-12-01,Timely,N/A
1409.90,10452,2023-12-01,Timely,N/A
446.77,10452,2023-12-01,Timely,N/A
1073.00,10452,2023-12-01,Timely,N/A
916.70,10452,2023-12-01,Timely,N/A
523.03,10452,2023-12-01,Timely,N/A
719.97,10452,2023-12-01,Timely,N/A
1038.36,10452,2023-12-01,Timely,N/A
929.35,10452,2023-12-01,Timely,N/A
839.60,10452,2023-12-01,Timely,N/A
1165.61,10452,2023-12-01,Timely,N/A
2199.75,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
554.27,10452,2023-12-01,Timely,N/A
1733.00,10452,2023-12-01,Timely,N/A
966.46,10452,2023-12-01,Timely,N/A
2044.91,10452,2023-12-01,Timely,N/A
753.93,10452,2023-12-01,Timely,N/A
915.45,10452,2023-12-01,Timely,N/A
3032.00,10452,2023-12-01,Timely,N/A
1062.96,10452,2023-12-01,Timely,N/A
536.03,10452,2023-12-01,Timely,N/A
574.32,10452,2023-12-01,Timely,N/A
1165.10,10452,2023-12-01,Timely,N/A
1633.00,10452,2023-12-01,Timely,N/A
1043.32,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
842.68,10452,2023-12-01,Timely,N/A
1178.64,10452,2023-12-01,Timely,N/A
974.11,10452,2023-12-01,Timely,N/A
1161.07,10452,2023-12-01,Timely,N/A
1781.00,10452,2023-12-01,Timely,N/A
2311.00,10452,2023-12-01,Timely,N/A
1053.21,10452,2023-12-01,Timely,N/A
671.64,10452,2023-12-01,Timely,N/A
548.97,10452,2023-12-01,Timely,N/A
972.92,10452,2023-12-01,Timely,N/A
500.28,10452,2023-12-01,Timely,N/A
1315.38,10452,2023-12-01,Timely,N/A
1121.41,10452,2023-12-01,Timely,N/A
488.47,10452,2023-12-01,Timely,N/A
1001.51,10452,2023-12-01,Timely,N/A
525.13,10452,2023-12-01,Timely,N/A
518.08,10452,2023-12-01,Timely,N/A
976.40,10452,2023-12-01,Timely,N/A
1040.98,10452,2023-12-01,Timely,N/A
902.00,10452,2023-12-01,Timely,N/A
768.60,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
1315.15,10452,2023-12-01,Timely,N/A
2643.00,10452,2023-12-01,Timely,N/A
1079.22,10452,2023-12-01,Timely,N/A
464.00,10452,2023-12-01,Timely,N/A
558.94,10452,2023-12-01,Timely,N/A
478.79,10452,2023-12-01,Timely,N/A
1625.61,10452,2023-12-01,Timely,N/A
1365.00,10452,2023-12-01,Timely,N/A
769.36,10452,2023-12-01,Timely,N/A
767.81,10452,2023-12-01,Timely,N/A
1481.11,10452,2023-12-01,Timely,N/A
554.49,10452,2023-12-01,Timely,N/A
2916.00,10452,2023-12-01,Timely,N/A
786.65,10452,2023-12-01,Timely,N/A
1974.80,10452,2023-12-01,Timely,N/A
1200.00,10452,2023-12-01,Timely,N/A
1073.08,10452,2023-12-01,Timely,N/A
909.53,10452,2023-12-01,Timely,N/A
1168.00,10452,2023-12-01,Timely,N/A
1179.74,10452,2023-12-01,Timely,N/A
1071.71,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
2002.96,10452,2023-12-01,Timely,N/A
1635.60,10452,2023-12-01,Timely,N/A
1218.00,10452,2023-12-01,Timely,N/A
1024.98,10452,2023-12-01,Timely,N/A
1706.00,10452,2023-12-01,Timely,N/A
888.53,10452,2023-12-01,Timely,N/A
806.18,10452,2023-12-01,Timely,N/A
2149.35,10452,2023-12-01,Timely,N/A
828.00,10452,2023-12-01,Timely,N/A
750.00,10452,2023-12-01,Timely,N/A
2900.00,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
911.98,10452,2023-12-01,Timely,N/A
2788.01,10452,2023-12-01,Timely,N/A
1089.10,10452,2023-12-01,Timely,N/A
1016.13,10452,2023-12-01,Timely,N/A
808.08,10452,2023-12-01,Timely,N/A
2046.00,10452,2023-12-01,Timely,N/A
1699.26,10452,2023-12-01,Timely,N/A
750.00,10452,2023-12-01,Timely,N/A
514.55,10452,2023-12-01,Timely,N/A
3073.62,10452,2023-12-01,Timely,N/A
535.74,10452,2023-12-01,Timely,N/A
609.61,10452,2023-12-01,Timely,N/A
859.77,10452,2023-12-01,Timely,N/A
761.59,10452,2023-12-01,Timely,N/A
664.68,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
543.54,10452,2023-12-01,Timely,N/A
1061.50,10452,2023-12-01,Timely,N/A
2233.62,10452,2023-12-01,Timely,N/A
2167.00,10452,2023-12-01,Timely,N/A
522.81,10452,2023-12-01,Timely,N/A
469.96,10452,2023-12-01,Timely,N/A
968.11,10452,2023-12-01,Timely,N/A
854.83,10452,2023-12-01,Timely,N/A
528.79,10452,2023-12-01,Timely,N/A
2026.32,10452,2023-12-01,Timely,N/A
597.28,10452,2023-12-01,Timely,N/A
1717.00,10452,2023-12-01,Timely,N/A
3032.00,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
3203.30,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
1036.76,10452,2023-12-01,Timely,N/A
869.25,10452,2023-12-01,Timely,N/A
6.02,10452,2023-12-01,Timely,N/A
832.00,10452,2023-12-01,Timely,N/A
2074.00,10452,2023-12-01,Timely,N/A
1797.00,10452,2023-12-01,Timely,N/A
2474.00,10452,2023-12-01,Timely,N/A
1795.45,10452,2023-12-01,Timely,N/A
118.89,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
1973.00,10452,2023-12-01,Timely,N/A
953.45,10452,2023-12-01,Timely,N/A
1303.44,10452,2023-12-01,Timely,N/A
2445.43,10452,2023-12-01,Timely,N/A
832.00,10452,2023-12-01,Timely,N/A
948.10,10452,2023-12-01,Timely,N/A
2381.51,10452,2023-12-01,Timely,N/A
659.47,10452,2023-12-01,Timely,N/A
1202.10,10452,2023-12-01,Timely,N/A
1233.90,10452,2023-12-01,Timely,N/A
1053.00,10452,2023-12-01,Timely,N/A
658.13,10452,2023-12-01,Timely,N/A
1063.80,10452,2023-12-01,Timely,N/A
972.48,10452,2023-12-01,Timely,N/A
1298.90,10452,2023-12-01,Timely,N/A
1360.84,10452,2023-12-01,Timely,N/A
750.00,10452,2023-12-01,Timely,N/A
1040.00,10452,2023-12-01,Timely,N/A
1346.88,10452,2023-12-01,Timely,N/A
1633.00,10452,2023-12-01,Timely,N/A
749.30,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
1100.00,10452,2023-12-01,Timely,N/A
659.41,10452,2023-12-01,Timely,N/A
2866.48,10452,2023-12-01,Timely,N/A
335.72,10452,2023-12-01,Timely,N/A
1142.29,10452,2023-12-01,Timely,N/A
971.11,10452,2023-12-01,Timely,N/A
988.78,10452,2023-12-01,Timely,N/A
1023.47,10452,2023-12-01,Timely,N/A
461.26,10452,2023-12-01,Timely,N/A
1964.00,10452,2023-12-01,Timely,N/A
900.80,10452,2023-12-01,Timely,N/A
3032.00,10452,2023-12-01,Timely,N/A
1539.00,10452,2023-12-01,Timely,N/A
1191.74,10452,2023-12-01,Timely,N/A
1858.33,10452,2023-12-01,Timely,N/A
1006.97,10452,2023-12-01,Timely,N/A
654.62,10452,2023-12-01,Timely,N/A
1065.00,10452,2023-12-01,Timely,N/A
1130.00,10452,2023-12-01,Timely,N/A
755.31,10452,2023-12-01,Timely,N/A
1110.62,10452,2023-12-01,Timely,N/A
645.50,10452,2023-12-01,Timely,N/A
901.45,10452,2023-12-01,Timely,N/A
1088.00,10452,2023-12-01,Timely,N/A
1171.49,10452,2023-12-01,Timely,N/A
494.48,10452,2023-12-01,Timely,N/A
592.30,10452,2023-12-01,Timely,N/A
1644.75,10452,2023-12-01,Timely,N/A
1256.58,10452,2023-12-01,Timely,N/A
1210.00,10452,2023-12-01,Timely,N/A
833.01,10452,2023-12-01,Timely,N/A
2108.70,10452,2023-12-01,Timely,N/A
1273.60,10452,2023-12-01,Timely,N/A
912.95,10452,2023-12-01,Timely,N/A
1988.70,10452,2023-12-01,Timely,N/A
1819.69,10452,2023-12-01,Timely,N/A
292.82,10452,2023-12-01,Timely,N/A
621.85,10452,2023-12-01,Timely,N/A
673.94,10452,2023-12-01,Timely,N/A
786.04,10452,2023-12-01,Timely,N/A
906.86,10452,2023-12-01,Timely,N/A
1030.57,10452,2023-12-01,Timely,N/A
1015.90,10452,2023-12-01,Timely,N/A
1901.00,10452,2023-12-01,Timely,N/A
1385.34,10452,2023-12-01,Timely,N/A
978.95,10452,2023-12-01,Timely,N/A
750.00,10452,2023-12-01,Timely,N/A
1115.00,10452,2023-12-01,Timely,N/A
980.64,10452,2023-12-01,Timely,N/A
1021.90,10452,2023-12-01,Timely,N/A
869.86,10452,2023-12-01,Timely,N/A
1040.00,10452,2023-12-01,Timely,N/A
820.90,10452,2023-12-01,Timely,N/A
575.91,10452,2023-12-01,Timely,N/A
1185.00,10452,2023-12-01,Timely,N/A
695.57,10452,2023-12-01,Timely,N/A
823.39,10452,2023-12-01,Timely,N/A
329.89,10452,2023-12-01,Timely,N/A
1455.00,10452,2023-12-01,Timely,N/A
1130.00,10452,2023-12-01,Timely,N/A
1072.19,10452,2023-12-01,Timely,N/A
947.72,10452,2023-12-01,Timely,N/A
1018.87,10452,2023-12-01,Timely,N/A
546.50,10452,2023-12-01,Timely,N/A
1225.36,10452,2023-12-01,Timely,N/A
869.48,10452,2023-12-01,Timely,N/A
1062.04,10452,2023-12-01,Timely,N/A
1029.62,10452,2023-12-01,Timely,N/A
1528.95,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
2336.71,10452,2023-12-01,Timely,N/A
1297.70,10452,2023-12-01,Timely,N/A
855.00,10452,2023-12-01,Timely,N/A
867.88,10452,2023-12-01,Timely,N/A
1155.57,10452,2023-12-01,Timely,N/A
631.24,10452,2023-12-01,Timely,N/A
664.17,10452,2023-12-01,Timely,N/A
1137.82,10452,2023-12-01,Timely,N/A
1340.10,10452,2023-12-01,Timely,N/A
1130.60,10452,2023-12-01,Timely,N/A
832.00,10452,2023-12-01,Timely,N/A
903.11,10452,2023-12-01,Timely,N/A
1353.70,10452,2023-12-01,Timely,N/A
2518.18,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
1056.49,10452,2023-12-01,Timely,N/A
2008.56,10452,2023-12-01,Timely,N/A
446.24,10452,2023-12-01,Timely,N/A
1130.00,10452,2023-12-01,Timely,N/A
914.90,10452,2023-12-01,Timely,N/A
612.70,10452,2023-12-01,Timely,N/A
899.70,10452,2023-12-01,Timely,N/A
2687.07,10452,2023-12-01,Timely,N/A
1066.56,10452,2023-12-01,Timely,N/A
2170.65,10452,2023-12-01,Timely,N/A
1121.44,10452,2023-12-01,Timely,N/A
732.91,10452,2023-12-01,Timely,N/A
750.00,10452,2023-12-01,Timely,N/A
1130.15,10452,2023-12-01,Timely,N/A
1036.40,10452,2023-12-01,Timely,N/A
2077.00,10452,2023-12-01,Timely,N/A
1034.36,10452,2023-12-01,Timely,N/A
2317.27,10452,2023-12-01,Timely,N/A
810.56,10452,2023-12-01,Timely,N/A
1645.85,10452,2023-12-01,Timely,N/A
1059.19,10452,2023-12-01,Timely,N/A
2211.27,10452,2023-12-01,Timely,N/A
1964.00,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
801.73,10452,2023-12-01,Timely,N/A
206.90,10452,2023-12-01,Timely,N/A
634.01,10452,2023-12-01,Timely,N/A
3058.00,10452,2023-12-01,Timely,N/A
1053.35,10452,2023-12-01,Timely,N/A
1924.00,10452,2023-12-01,Timely,N/A
920.72,10452,2023-12-01,Timely,N/A
1241.81,10452,2023-12-01,Timely,N/A
1003.62,10452,2023-12-01,Timely,N/A
937.25,10452,2023-12-01,Timely,N/A
1632.80,10452,2023-12-01,Timely,N/A
985.00,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
1163.34,10452,2023-12-01,Timely,N/A
2594.00,10452,2023-12-01,Timely,N/A
1617.00,10452,2023-12-01,Timely,N/A
792.52,10452,2023-12-01,Timely,N/A
456.91,10452,2023-12-01,Timely,N/A
845.71,10452,2023-12-01,Timely,N/A
905.07,10452,2023-12-01,Timely,N/A
966.22,10452,2023-12-01,Timely,N/A
1335.00,10452,2023-12-01,Timely,N/A
1156.50,10452,2023-12-01,Timely,N/A
729.80,10452,2023-12-01,Timely,N/A
873.01,10452,2023-12-01,Timely,N/A
1146.00,10452,2023-12-01,Timely,N/A
1171.40,10452,2023-12-01,Timely,N/A
2474.00,10452,2023-12-01,Timely,N/A
942.14,10452,2023-12-01,Timely,N/A
967.70,10452,2023-12-01,Timely,N/A
1901.00,10452,2023-12-01,Timely,N/A
3032.00,10452,2023-12-01,Timely,N/A
1050.00,10452,2023-12-01,Timely,N/A
2243.00,10452,2023-12-01,Timely,N/A
1146.31,10452,2023-12-01,Timely,N/A
1901.00,10452,2023-12-01,Timely,N/A
894.62,10452,2023-12-01,Timely,N/A
1028.40,10452,2023-12-01,Timely,N/A
550.73,10452,2023-12-01,Timely,N/A
1756.00,10452,2023-12-01,Timely,N/A
923.00,10452,2023-12-01,Timely,N/A
1040.79,10452,2023-12-01,Timely,N/A
1059.19,10452,2023-12-01,Timely,N/A
2085.43,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
1817.00,10452,2023-12-01,Timely,N/A
2299.00,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
1165.86,10452,2023-12-01,Timely,N/A
141.72,10452,2023-12-01,Timely,N/A
1555.70,10452,2023-12-01,Timely,N/A
639.14,10452,2023-12-01,Timely,N/A
580.50,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
1518.00,10452,2023-12-01,Timely,N/A
683.22,10452,2023-12-01,Timely,N/A
1901.00,10452,2023-12-01,Timely,N/A
1180.00,10452,2023-12-01,Timely,N/A
2124.10,10452,2023-12-01,Timely,N/A
1126.16,10452,2023-12-01,Timely,N/A
2518.00,10452,2023-12-01,Timely,N/A
1064.84,10452,2023-12-01,Timely,N/A
1050.00,10452,2023-12-01,Timely,N/A
547.12,10452,2023-12-01,Timely,N/A
932.19,10452,2023-12-01,Timely,N/A
991.00,10452,2023-12-01,Timely,N/A
329.03,10452,2023-12-01,Timely,N/A
1195.05,10452,2023-12-01,Timely,N/A
1130.00,10452,2023-12-01,Timely,N/A
1326.90,10452,2023-12-01,Timely,N/A
1637.08,10452,2023-12-01,Timely,N/A
560.93,10452,2023-12-01,Timely,N/A
926.07,10452,2023-12-01,Timely,N/A
2142.00,10452,2023-12-01,Timely,N/A
600.89,10452,2023-12-01,Timely,N/A
1035.00,10452,2023-12-01,Timely,N/A
1146.00,10452,2023-12-01,Timely,N/A
570.96,10452,2023-12-01,Timely,N/A
620.51,10452,2023-12-01,Timely,N/A
1195.80,10452,2023-12-01,Timely,N/A
475.00,10452,2023-12-01,Timely,N/A
1356.61,10452,2023-12-01,Timely,N/A
563.81,10452,2023-12-01,Timely,N/A
1333.34,10452,2023-12-01,Timely,N/A
1360.74,10452,2023-12-01,Timely,N/A
275.79,10452,2023-12-01,Timely,N/A
1985.80,10452,2023-12-01,Timely,N/A
1659.30,10452,2023-12-01,Timely,N/A
919.47,10452,2023-12-01,Timely,N/A
145.58,10452,2023-12-01,Timely,N/A
641.95,10452,2023-12-01,Timely,N/A
1467.00,10452,2023-12-01,Timely,N/A
1106.15,10452,2023-12-01,Timely,N/A
1224.90,10452,2023-12-01,Timely,N/A
1022.21,10452,2023-12-01,Timely,N/A
1053.00,10452,2023-12-01,Timely,N/A
1015.14,10452,2023-12-01,Timely,N/A
2559.25,10452,2023-12-01,Timely,N/A
1891.05,10452,2023-12-01,Timely,N/A
579.80,10452,2023-12-01,Timely,N/A
1512.00,10452,2023-12-01,Timely,N/A
897.26,10452,2023-12-01,Timely,N/A
750.00,10452,2023-12-01,Timely,N/A
1073.00,10452,2023-12-01,Timely,N/A
1014.00,10452,2023-12-01,Timely,N/A
1040.00,10452,2023-12-01,Timely,N/A
1277.52,10452,2023-12-01,Timely,N/A
1123.40,10452,2023-12-01,Timely,N/A
1021.48,10452,2023-12-01,Timely,N/A
1516.00,10452,2023-12-01,Timely,N/A
1048.70,10452,2023-12-01,Timely,N/A
632.57,10452,2023-12-01,Timely,N/A
580.08,10452,2023-12-01,Timely,N/A
1299.56,10452,2023-12-01,Timely,N/A
1694.80,10452,2023-12-01,Timely,N/A
1399.60,10452,2023-12-01,Timely,N/A
1472.06,10452,2023-12-01,Timely,N/A
2410.60,10452,2023-12-01,Timely,N/A
961.03,10452,2023-12-01,Timely,N/A
532.22,10452,2023-12-01,Timely,N/A
877.50,10452,2023-12-01,Timely,N/A
1132.90,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
487.40,10452,2023-12-01,Timely,N/A
1020.00,10452,2023-12-01,Timely,N/A
1922.03,10452,2023-12-01,Timely,N/A
1466.25,10452,2023-12-01,Timely,N/A
2416.08,10452,2023-12-01,Timely,N/A
2561.17,10452,2023-12-01,Timely,N/A
750.00,10452,2023-12-01,Timely,N/A
630.68,10452,2023-12-01,Timely,N/A
526.86,10452,2023-12-01,Timely,N/A
839.65,10452,2023-12-01,Timely,N/A
779.23,10452,2023-12-01,Timely,N/A
1499.27,10452,2023-12-01,Timely,N/A
1046.98,10452,2023-12-01,Timely,N/A
1551.46,10452,2023-12-01,Timely,N/A
958.18,10452,2023-12-01,Timely,N/A
2158.80,10452,2023-12-01,Timely,N/A
1157.00,10452,2023-12-01,Timely,N/A
1088.00,10452,2023-12-01,Timely,N/A
1378.00,10452,2023-12-01,Timely,N/A
1943.00,10452,2023-12-01,Timely,N/A
609.56,10452,2023-12-01,Timely,N/A
1148.63,10452,2023-12-01,Timely,N/A
2347.40,10452,2023-12-01,Timely,N/A
2074.00,10452,2023-12-01,Timely,N/A
850.87,10452,2023-12-01,Timely,N/A
541.31,10452,2023-12-01,Timely,N/A
1243.73,10452,2023-12-01,Timely,N/A
2376.26,10452,2023-12-01,Timely,N/A
1046.03,10452,2023-12-01,Timely,N/A
1605.00,10452,2023-12-01,Timely,N/A
1040.00,10452,2023-12-01,Timely,N/A
1308.70,10452,2023-12-01,Timely,N/A
771.34,10452,2023-12-01,Timely,N/A
972.80,10452,2023-12-01,Timely,N/A
2986.34,10452,2023-12-01,Timely,N/A
923.10,10452,2023-12-01,Timely,N/A
986.73,10452,2023-12-01,Timely,N/A
847.12,10452,2023-12-01,Timely,N/A
