cfheps_amount,zip,month,timely_issuance,agency_action
661.00,11222,2023-12-01,Timely,N/A
749.25,11222,2023-12-01,Timely,N/A
2036.86,11222,2023-12-01,Timely,N/A
2767.00,11222,2023-12-01,Timely,N/A
1735.78,11222,2023-12-01,Timely,N/A
605.94,11222,2023-12-01,Timely,N/A
1050.00,11222,2023-12-01,Timely,N/A
180.22,11222,2023-12-01,Timely,N/A
246.22,11222,2023-12-01,Timely,N/A
640.30,11222,2023-12-01,Timely,N/A
349.65,11222,2023-12-01,Timely,N/A
2438.00,11222,2023-12-01,Timely,N/A
904.44,11222,2023-12-01,Timely,N/A
465.06,11222,2023-12-01,Timely,N/A
2650.00,11222,2023-12-01,Timely,N/A
1067.89,11222,2023-12-01,Timely,N/A
707.78,11222,2023-12-01,Timely,N/A
778.66,11222,2023-12-01,Timely,N/A
1313.00,11222,2023-12-01,Timely,N/A
1267.00,11222,2023-12-01,Timely,N/A
1227.10,11222,2023-12-01,Timely,N/A
1542.00,11222,2023-12-01,Timely,N/A
1077.00,11222,2023-12-01,Timely,N/A
2438.00,11222,2023-12-01,Timely,N/A
1025.35,11222,2023-12-01,Timely,N/A
1124.56,11222,2023-12-01,Timely,N/A
1495.20,11222,2023-12-01,Timely,N/A
2197.00,11222,2023-12-01,Timely,N/A
2623.00,11222,2023-12-01,Timely,N/A
2241.70,11222,2023-12-01,Timely,N/A
2163.80,11222,2023-12-01,Timely,N/A
1313.00,11222,2023-12-01,Timely,N/A
2210.00,11222,2023-12-01,Timely,N/A
2555.00,11222,2023-12-01,Timely,N/A
894.54,11222,2023-12-01,Timely,N/A
2143.90,11222,2023-12-01,Timely,N/A
2155.00,11222,2023-12-01,Timely,N/A
2155.00,11222,2023-12-01,Timely,N/A
1388.00,11222,2023-12-01,Timely,N/A
2155.00,11222,2023-12-01,Timely,N/A
2280.70,11222,2023-12-01,Timely,N/A
2286.80,11222,2023-12-01,Timely,N/A
2210.00,11222,2023-12-01,Timely,N/A
1112.03,11222,2023-12-01,Timely,N/A
732.01,11222,2023-12-01,Timely,N/A
2155.00,11222,2023-12-01,Timely,N/A
2227.00,11222,2023-12-01,Timely,N/A
2017.20,11222,2023-12-01,Timely,N/A
1222.00,11222,2023-12-01,Timely,N/A
356.70,11222,2023-12-01,Timely,N/A
1246.90,11222,2023-12-01,Timely,N/A
1522.60,11222,2023-12-01,Timely,N/A
1240.45,11222,2023-12-01,Timely,N/A
1225.70,11222,2023-12-01,Timely,N/A
1492.21,11222,2023-12-01,Timely,N/A
1258.10,11223,2023-12-01,Timely,N/A
904.13,11223,2023-12-01,Timely,N/A
1188.76,11223,2023-12-01,Timely,N/A
1682.00,11223,2023-12-01,Timely,N/A
1351.33,11223,2023-12-01,Timely,N/A
3262.00,11223,2023-12-01,Timely,N/A
3125.50,11223,2023-12-01,Timely,N/A
976.98,11223,2023-12-01,Timely,N/A
970.00,11223,2023-12-01,Timely,N/A
764.90,11223,2023-12-01,Timely,N/A
1477.80,11223,2023-12-01,Timely,N/A
1893.00,11223,2023-12-01,Timely,N/A
989.89,11223,2023-12-01,Timely,N/A
3097.90,11223,2023-12-01,Timely,N/A
862.07,11223,2023-12-01,Timely,N/A
1585.00,11223,2023-12-01,Timely,N/A
899.38,11223,2023-12-01,Timely,N/A
960.93,11223,2023-12-01,Timely,N/A
1215.00,11223,2023-12-01,Timely,N/A
1274.00,11223,2023-12-01,Timely,N/A
1427.31,11223,2023-12-01,Timely,N/A
1414.99,11223,2023-12-01,Timely,N/A
877.48,11223,2023-12-01,Timely,N/A
1361.31,11223,2023-12-01,Timely,N/A
2003.00,11223,2023-12-01,Timely,N/A
1589.00,11223,2023-12-01,Timely,N/A
3262.00,11223,2023-12-01,Timely,N/A
1562.00,11223,2023-12-01,Timely,N/A
1130.00,11223,2023-12-01,Timely,N/A
3259.82,11223,2023-12-01,Timely,N/A
788.84,11223,2023-12-01,Timely,N/A
1212.58,11223,2023-12-01,Timely,N/A
3100.86,11223,2023-12-01,Timely,N/A
1130.00,11223,2023-12-01,Timely,N/A
1620.00,11223,2023-12-01,Timely,N/A
3142.00,11223,2023-12-01,Timely,N/A
3262.00,11223,2023-12-01,Timely,N/A
1180.13,11223,2023-12-01,Timely,N/A
1180.00,11223,2023-12-01,Timely,N/A
1516.00,11223,2023-12-01,Timely,N/A
586.89,11223,2023-12-01,Timely,N/A
921.30,11223,2023-12-01,Timely,N/A
3262.00,11223,2023-12-01,Timely,N/A
3352.59,11223,2023-12-01,Timely,N/A
1289.20,11223,2023-12-01,Timely,N/A
1780.00,11223,2023-12-01,Timely,N/A
1580.00,11223,2023-12-01,Timely,N/A
1572.12,11223,2023-12-01,Timely,N/A
1665.93,11223,2023-12-01,Timely,N/A
1542.00,11223,2023-12-01,Timely,N/A
1685.00,11223,2023-12-01,Timely,N/A
1893.00,11223,2023-12-01,Timely,N/A
853.88,11223,2023-12-01,Timely,N/A
2873.00,11223,2023-12-01,Timely,N/A
2726.00,11223,2023-12-01,Timely,N/A
2441.00,11223,2023-12-01,Timely,N/A
3262.00,11223,2023-12-01,Timely,N/A
1690.66,11223,2023-12-01,Timely,N/A
2708.22,11223,2023-12-01,Timely,N/A
1475.00,11223,2023-12-01,Timely,N/A
1997.07,11223,2023-12-01,Timely,N/A
3310.05,11223,2023-12-01,Timely,N/A
3262.00,11223,2023-12-01,Timely,N/A
3380.90,11223,2023-12-01,Timely,N/A
1275.80,11223,2023-12-01,Timely,N/A
1337.90,11223,2023-12-01,Timely,N/A
1319.43,11223,2023-12-01,Timely,N/A
1558.42,11224,2023-12-01,Timely,N/A
1510.15,11224,2023-12-01,Timely,N/A
1742.20,11224,2023-12-01,Timely,N/A
899.70,11224,2023-12-01,Timely,N/A
1614.80,11224,2023-12-01,Timely,N/A
1503.00,11224,2023-12-01,Timely,N/A
1180.00,11224,2023-12-01,Timely,N/A
1020.00,11224,2023-12-01,Timely,N/A
1875.81,11224,2023-12-01,Timely,N/A
1184.00,11224,2023-12-01,Timely,N/A
798.87,11224,2023-12-01,Timely,N/A
1948.00,11224,2023-12-01,Timely,N/A
1120.00,11224,2023-12-01,Timely,N/A
1584.00,11224,2023-12-01,Timely,N/A
938.70,11224,2023-12-01,Timely,N/A
1175.70,11224,2023-12-01,Timely,N/A
362.99,11224,2023-12-01,Timely,N/A
1095.52,11224,2023-12-01,Timely,N/A
1580.50,11224,2023-12-01,Timely,N/A
1184.00,11224,2023-12-01,Timely,N/A
1626.80,11224,2023-12-01,Timely,N/A
1724.00,11224,2023-12-01,Timely,N/A
1623.00,11224,2023-12-01,Timely,N/A
918.38,11224,2023-12-01,Timely,N/A
701.89,11224,2023-12-01,Timely,N/A
1133.23,11224,2023-12-01,Timely,N/A
1620.00,11224,2023-12-01,Timely,N/A
1094.93,11224,2023-12-01,Timely,N/A
750.00,11224,2023-12-01,Timely,N/A
1649.00,11224,2023-12-01,Timely,N/A
934.00,11224,2023-12-01,Timely,N/A
610.63,11224,2023-12-01,Timely,N/A
1529.00,11224,2023-12-01,Timely,N/A
923.00,11224,2023-12-01,Timely,N/A
817.57,11224,2023-12-01,Timely,N/A
2046.00,11224,2023-12-01,Timely,N/A
1590.00,11224,2023-12-01,Timely,N/A
1132.50,11224,2023-12-01,Timely,N/A
1123.45,11224,2023-12-01,Timely,N/A
883.65,11224,2023-12-01,Timely,N/A
1777.63,11224,2023-12-01,Timely,N/A
1340.90,11224,2023-12-01,Timely,N/A
1222.66,11224,2023-12-01,Timely,N/A
1229.00,11224,2023-12-01,Timely,N/A
608.10,11224,2023-12-01,Timely,N/A
967.60,11224,2023-12-01,Timely,N/A
868.76,11224,2023-12-01,Timely,N/A
481.00,11224,2023-12-01,Timely,N/A
1293.00,11224,2023-12-01,Timely,N/A
1245.00,11224,2023-12-01,Timely,N/A
1470.55,11224,2023-12-01,Timely,N/A
1039.50,11224,2023-12-01,Timely,N/A
1336.00,11224,2023-12-01,Timely,N/A
1573.60,11224,2023-12-01,Timely,N/A
1590.00,11224,2023-12-01,Timely,N/A
1265.02,11224,2023-12-01,Timely,N/A
919.00,11224,2023-12-01,Timely,N/A
824.00,11224,2023-12-01,Timely,N/A
1893.47,11224,2023-12-01,Timely,N/A
4.93,11224,2023-12-01,Timely,N/A
1419.00,11224,2023-12-01,Timely,N/A
750.00,11224,2023-12-01,Timely,N/A
380.37,11224,2023-12-01,Timely,N/A
1212.00,11224,2023-12-01,Timely,N/A
1593.00,11224,2023-12-01,Timely,N/A
587.55,11224,2023-12-01,Timely,N/A
771.38,11224,2023-12-01,Timely,N/A
923.00,11224,2023-12-01,Timely,N/A
988.38,11224,2023-12-01,Timely,N/A
429.00,11224,2023-12-01,Timely,N/A
923.00,11224,2023-12-01,Timely,N/A
1508.90,11224,2023-12-01,Timely,N/A
1046.72,11224,2023-12-01,Timely,N/A
1015.90,11224,2023-12-01,Timely,N/A
1393.43,11224,2023-12-01,Timely,N/A
1046.57,11224,2023-12-01,Timely,N/A
2327.00,11224,2023-12-01,Timely,N/A
1059.31,11224,2023-12-01,Timely,N/A
912.87,11224,2023-12-01,Timely,N/A
1626.20,11224,2023-12-01,Timely,N/A
1126.00,11224,2023-12-01,Timely,N/A
1628.00,11224,2023-12-01,Timely,N/A
1163.70,11224,2023-12-01,Timely,N/A
1027.37,11224,2023-12-01,Timely,N/A
1277.80,11224,2023-12-01,Timely,N/A
738.38,11224,2023-12-01,Timely,N/A
1535.90,11224,2023-12-01,Timely,N/A
1025.41,11224,2023-12-01,Timely,N/A
931.55,11224,2023-12-01,Timely,N/A
1503.00,11224,2023-12-01,Timely,N/A
598.19,11224,2023-12-01,Timely,N/A
484.30,11224,2023-12-01,Timely,N/A
1961.00,11224,2023-12-01,Timely,N/A
1455.00,11224,2023-12-01,Timely,N/A
962.00,11224,2023-12-01,Timely,N/A
585.00,11224,2023-12-01,Timely,N/A
936.90,11224,2023-12-01,Timely,N/A
998.85,11224,2023-12-01,Timely,N/A
1663.51,11224,2023-12-01,Timely,N/A
887.90,11224,2023-12-01,Timely,N/A
704.08,11224,2023-12-01,Timely,N/A
1447.27,11224,2023-12-01,Timely,N/A
1180.00,11224,2023-12-01,Timely,N/A
1624.90,11224,2023-12-01,Timely,N/A
1785.43,11224,2023-12-01,Timely,N/A
892.80,11224,2023-12-01,Timely,N/A
1061.23,11224,2023-12-01,Timely,N/A
1208.00,11224,2023-12-01,Timely,N/A
1477.92,11224,2023-12-01,Timely,N/A
1116.00,11224,2023-12-01,Timely,N/A
240.68,11224,2023-12-01,Timely,N/A
832.00,11224,2023-12-01,Timely,N/A
998.00,11224,2023-12-01,Timely,N/A
629.00,11224,2023-12-01,Timely,N/A
980.70,11224,2023-12-01,Timely,N/A
997.00,11224,2023-12-01,Timely,N/A
917.02,11224,2023-12-01,Timely,N/A
1130.00,11224,2023-12-01,Timely,N/A
1063.80,11224,2023-12-01,Timely,N/A
1656.00,11224,2023-12-01,Timely,N/A
1033.72,11224,2023-12-01,Timely,N/A
641.03,11224,2023-12-01,Timely,N/A
1738.68,11224,2023-12-01,Timely,N/A
1590.00,11224,2023-12-01,Timely,N/A
1656.00,11224,2023-12-01,Timely,N/A
590.70,11224,2023-12-01,Timely,N/A
1130.00,11224,2023-12-01,Timely,N/A
2105.86,11224,2023-12-01,Timely,N/A
1817.00,11224,2023-12-01,Timely,N/A
1538.90,11224,2023-12-01,Timely,N/A
1817.00,11224,2023-12-01,Timely,N/A
1817.00,11224,2023-12-01,Timely,N/A
1043.00,11224,2023-12-01,Timely,N/A
832.00,11224,2023-12-01,Timely,N/A
1777.00,11224,2023-12-01,Timely,N/A
1331.60,11224,2023-12-01,Timely,N/A
1656.00,11224,2023-12-01,Timely,N/A
1890.00,11224,2023-12-01,Timely,N/A
1194.20,11224,2023-12-01,Timely,N/A
1656.00,11224,2023-12-01,Timely,N/A
1050.00,11224,2023-12-01,Timely,N/A
670.00,11224,2023-12-01,Timely,N/A
1167.27,11224,2023-12-01,Timely,N/A
1255.74,11224,2023-12-01,Timely,N/A
1417.46,11224,2023-12-01,Timely,N/A
1485.70,11224,2023-12-01,Timely,N/A
1401.00,11224,2023-12-01,Timely,N/A
1788.76,11224,2023-12-01,Timely,N/A
1368.85,11224,2023-12-01,Timely,N/A
383.00,11224,2023-12-01,Timely,N/A
825.30,11224,2023-12-01,Timely,N/A
1999.71,11224,2023-12-01,Timely,N/A
767.96,11224,2023-12-01,Timely,N/A
661.13,11224,2023-12-01,Timely,N/A
1130.00,11224,2023-12-01,Timely,N/A
944.70,11224,2023-12-01,Timely,N/A
393.80,11224,2023-12-01,Timely,N/A
955.04,11224,2023-12-01,Timely,N/A
1706.28,11224,2023-12-01,Timely,N/A
553.00,11224,2023-12-01,Timely,N/A
1386.00,11224,2023-12-01,Timely,N/A
1585.13,11224,2023-12-01,Timely,N/A
134.72,11224,2023-12-01,Timely,N/A
1067.96,11224,2023-12-01,Timely,N/A
1180.00,11224,2023-12-01,Timely,N/A
1656.00,11224,2023-12-01,Timely,N/A
1157.00,11224,2023-12-01,Timely,N/A
1391.29,11224,2023-12-01,Timely,N/A
1386.00,11224,2023-12-01,Timely,N/A
669.70,11224,2023-12-01,Timely,N/A
750.00,11224,2023-12-01,Timely,N/A
1163.00,11224,2023-12-01,Timely,N/A
378.29,11224,2023-12-01,Timely,N/A
1541.00,11224,2023-12-01,Timely,N/A
2475.00,11224,2023-12-01,Timely,N/A
2163.00,11224,2023-12-01,Timely,N/A
986.90,11224,2023-12-01,Timely,N/A
1662.00,11224,2023-12-01,Timely,N/A
810.42,11224,2023-12-01,Timely,N/A
1039.20,11224,2023-12-01,Timely,N/A
1724.00,11224,2023-12-01,Timely,N/A
1130.00,11224,2023-12-01,Timely,N/A
698.10,11224,2023-12-01,Timely,N/A
832.00,11224,2023-12-01,Timely,N/A
1617.00,11224,2023-12-01,Timely,N/A
1878.00,11224,2023-12-01,Timely,N/A
2010.04,11224,2023-12-01,Timely,N/A
1006.60,11224,2023-12-01,Timely,N/A
1590.00,11224,2023-12-01,Timely,N/A
1801.60,11224,2023-12-01,Timely,N/A
1428.00,11224,2023-12-01,Timely,N/A
2003.00,11224,2023-12-01,Timely,N/A
631.01,11224,2023-12-01,Timely,N/A
1293.00,11224,2023-12-01,Timely,N/A
800.00,11224,2023-12-01,Timely,N/A
1428.00,11224,2023-12-01,Timely,N/A
1714.58,11224,2023-12-01,Timely,N/A
1488.20,11224,2023-12-01,Timely,N/A
1184.00,11224,2023-12-01,Timely,N/A
1724.00,11224,2023-12-01,Timely,N/A
1598.66,11224,2023-12-01,Timely,N/A
663.52,11224,2023-12-01,Timely,N/A
1089.05,11224,2023-12-01,Timely,N/A
842.66,11224,2023-12-01,Timely,N/A
2184.00,11224,2023-12-01,Timely,N/A
899.50,11224,2023-12-01,Timely,N/A
549.77,11224,2023-12-01,Timely,N/A
1454.80,11224,2023-12-01,Timely,N/A
410.76,11224,2023-12-01,Timely,N/A
1386.00,11224,2023-12-01,Timely,N/A
670.78,11224,2023-12-01,Timely,N/A
914.10,11224,2023-12-01,Timely,N/A
1470.20,11224,2023-12-01,Timely,N/A
750.00,11224,2023-12-01,Timely,N/A
1590.00,11224,2023-12-01,Timely,N/A
1893.00,11224,2023-12-01,Timely,N/A
250.51,11224,2023-12-01,Timely,N/A
1815.81,11224,2023-12-01,Timely,N/A
1817.00,11224,2023-12-01,Timely,N/A
1529.52,11224,2023-12-01,Timely,N/A
1679.00,11224,2023-12-01,Timely,N/A
1656.00,11224,2023-12-01,Timely,N/A
811.26,11224,2023-12-01,Timely,N/A
1317.60,11224,2023-12-01,Timely,N/A
1577.16,11224,2023-12-01,Timely,N/A
1388.30,11224,2023-12-01,Timely,N/A
1371.60,11224,2023-12-01,Timely,N/A
1266.00,11224,2023-12-01,Timely,N/A
2045.00,11224,2023-12-01,Timely,N/A
1278.00,11224,2023-12-01,Timely,N/A
1128.96,11224,2023-12-01,Timely,N/A
1416.00,11224,2023-12-01,Timely,N/A
1830.20,11224,2023-12-01,Timely,N/A
1536.00,11224,2023-12-01,Timely,N/A
1590.00,11224,2023-12-01,Timely,N/A
1210.00,11224,2023-12-01,Timely,N/A
2104.00,11224,2023-12-01,Timely,N/A
1193.60,11224,2023-12-01,Timely,N/A
1707.05,11224,2023-12-01,Timely,N/A
2395.00,11224,2023-12-01,Timely,N/A
2036.53,11224,2023-12-01,Timely,N/A
1662.00,11224,2023-12-01,Timely,N/A
1201.73,11224,2023-12-01,Timely,N/A
2471.00,11224,2023-12-01,Timely,N/A
1427.53,11224,2023-12-01,Timely,N/A
1552.00,11224,2023-12-01,Timely,N/A
1612.00,11224,2023-12-01,Timely,N/A
1878.00,11224,2023-12-01,Timely,N/A
1780.20,11224,2023-12-01,Timely,N/A
47.94,11224,2023-12-01,Timely,N/A
628.58,11224,2023-12-01,Timely,N/A
835.18,11224,2023-12-01,Timely,N/A
1120.45,11224,2023-12-01,Timely,N/A
1503.00,11224,2023-12-01,Timely,N/A
1203.48,11224,2023-12-01,Timely,N/A
1536.00,11224,2023-12-01,Timely,N/A
1536.00,11224,2023-12-01,Timely,N/A
1499.70,11224,2023-12-01,Timely,N/A
1184.00,11224,2023-12-01,Timely,N/A
1561.40,11224,2023-12-01,Timely,N/A
1751.90,11224,2023-12-01,Timely,N/A
1039.09,11224,2023-12-01,Timely,N/A
1140.70,11224,2023-12-01,Timely,N/A
1503.00,11224,2023-12-01,Timely,N/A
480.80,11224,2023-12-01,Timely,N/A
1835.72,11224,2023-12-01,Timely,N/A
2000.50,11224,2023-12-01,Timely,N/A
1616.00,11224,2023-12-01,Timely,N/A
1193.79,11224,2023-12-01,Timely,N/A
1300.39,11224,2023-12-01,Timely,N/A
1776.18,11224,2023-12-01,Timely,N/A
2120.00,11224,2023-12-01,Timely,N/A
1280.00,11224,2023-12-01,Timely,N/A
1523.06,11224,2023-12-01,Timely,N/A
1111.74,11224,2023-12-01,Timely,N/A
1358.84,11224,2023-12-01,Timely,N/A
1701.00,11224,2023-12-01,Timely,N/A
1248.85,11224,2023-12-01,Timely,N/A
897.11,11224,2023-12-01,Timely,N/A
884.97,11224,2023-12-01,Timely,N/A
112.00,11224,2023-12-01,Timely,N/A
734.97,11225,2023-12-01,Timely,N/A
1017.00,11225,2023-12-01,Timely,N/A
2080.70,11225,2023-12-01,Timely,N/A
1563.60,11225,2023-12-01,Timely,N/A
1610.00,11225,2023-12-01,Timely,N/A
1846.00,11225,2023-12-01,Timely,N/A
2504.00,11225,2023-12-01,Timely,N/A
1167.49,11225,2023-12-01,Timely,N/A
1969.70,11225,2023-12-01,Timely,N/A
2609.00,11225,2023-12-01,Timely,N/A
750.00,11225,2023-12-01,Timely,N/A
936.08,11225,2023-12-01,Timely,N/A
1094.93,11225,2023-12-01,Timely,N/A
591.58,11225,2023-12-01,Timely,N/A
1921.90,11225,2023-12-01,Timely,N/A
2831.00,11225,2023-12-01,Timely,N/A
1701.91,11225,2023-12-01,Timely,N/A
2602.57,11225,2023-12-01,Timely,N/A
950.50,11225,2023-12-01,Timely,N/A
2002.00,11225,2023-12-01,Timely,N/A
493.41,11225,2023-12-01,Timely,N/A
825.70,11225,2023-12-01,Timely,N/A
3049.00,11225,2023-12-01,Timely,N/A
1401.83,11225,2023-12-01,Timely,N/A
2308.87,11225,2023-12-01,Timely,N/A
981.70,11225,2023-12-01,Timely,N/A
1207.67,11225,2023-12-01,Timely,N/A
1767.00,11225,2023-12-01,Timely,N/A
878.93,11225,2023-12-01,Timely,N/A
2522.00,11225,2023-12-01,Timely,N/A
845.33,11225,2023-12-01,Timely,N/A
2154.77,11225,2023-12-01,Timely,N/A
592.44,11225,2023-12-01,Timely,N/A
2504.00,11225,2023-12-01,Timely,N/A
628.39,11225,2023-12-01,Timely,N/A
2019.00,11225,2023-12-01,Timely,N/A
2085.00,11225,2023-12-01,Timely,N/A
2333.00,11225,2023-12-01,Timely,N/A
2444.30,11225,2023-12-01,Timely,N/A
1141.79,11225,2023-12-01,Timely,N/A
1685.80,11225,2023-12-01,Timely,N/A
1993.00,11225,2023-12-01,Timely,N/A
2210.40,11225,2023-12-01,Timely,N/A
2333.00,11225,2023-12-01,Timely,N/A
1248.30,11225,2023-12-01,Timely,N/A
2104.00,11225,2023-12-01,Timely,N/A
500.38,11225,2023-12-01,Timely,N/A
2391.00,11225,2023-12-01,Timely,N/A
193.48,11225,2023-12-01,Timely,N/A
622.00,11225,2023-12-01,Timely,N/A
1539.00,11225,2023-12-01,Timely,N/A
1477.80,11225,2023-12-01,Timely,N/A
603.69,11225,2023-12-01,Timely,N/A
2395.38,11225,2023-12-01,Timely,N/A
2031.63,11225,2023-12-01,Timely,N/A
742.34,11225,2023-12-01,Timely,N/A
2003.00,11225,2023-12-01,Timely,N/A
2180.15,11225,2023-12-01,Timely,N/A
2062.00,11225,2023-12-01,Timely,N/A
1489.00,11225,2023-12-01,Timely,N/A
2623.00,11225,2023-12-01,Timely,N/A
2382.09,11225,2023-12-01,Timely,N/A
1228.94,11225,2023-12-01,Timely,N/A
978.67,11225,2023-12-01,Timely,N/A
1427.80,11225,2023-12-01,Timely,N/A
1838.70,11225,2023-12-01,Timely,N/A
2609.00,11225,2023-12-01,Timely,N/A
2846.00,11225,2023-12-01,Timely,N/A
687.27,11225,2023-12-01,Timely,N/A
750.00,11225,2023-12-01,Timely,N/A
1719.07,11225,2023-12-01,Timely,N/A
1823.90,11225,2023-12-01,Timely,N/A
2932.00,11225,2023-12-01,Timely,N/A
2241.55,11225,2023-12-01,Timely,N/A
1871.50,11225,2023-12-01,Timely,N/A
2018.00,11225,2023-12-01,Timely,N/A
2144.00,11225,2023-12-01,Timely,N/A
1077.13,11225,2023-12-01,Timely,N/A
2310.33,11225,2023-12-01,Timely,N/A
2085.00,11225,2023-12-01,Timely,N/A
658.36,11225,2023-12-01,Timely,N/A
2198.00,11225,2023-12-01,Timely,N/A
410.50,11225,2023-12-01,Timely,N/A
1730.31,11225,2023-12-01,Timely,N/A
1545.00,11225,2023-12-01,Timely,N/A
2932.00,11225,2023-12-01,Timely,N/A
2450.00,11225,2023-12-01,Timely,N/A
3151.00,11225,2023-12-01,Timely,N/A
629.58,11225,2023-12-01,Timely,N/A
2025.03,11225,2023-12-01,Timely,N/A
2882.00,11225,2023-12-01,Timely,N/A
460.43,11225,2023-12-01,Timely,N/A
762.58,11225,2023-12-01,Timely,N/A
2168.90,11225,2023-12-01,Timely,N/A
615.00,11225,2023-12-01,Timely,N/A
1202.00,11225,2023-12-01,Timely,N/A
1060.89,11225,2023-12-01,Timely,N/A
2333.00,11225,2023-12-01,Timely,N/A
1601.84,11225,2023-12-01,Timely,N/A
403.00,11225,2023-12-01,Timely,N/A
372.04,11225,2023-12-01,Timely,N/A
1015.00,11225,2023-12-01,Timely,N/A
809.50,11225,2023-12-01,Timely,N/A
615.33,11225,2023-12-01,Timely,N/A
653.49,11225,2023-12-01,Timely,N/A
831.95,11225,2023-12-01,Timely,N/A
1940.40,11225,2023-12-01,Timely,N/A
2670.00,11225,2023-12-01,Timely,N/A
588.95,11225,2023-12-01,Timely,N/A
509.73,11225,2023-12-01,Timely,N/A
889.96,11225,2023-12-01,Timely,N/A
69.69,11225,2023-12-01,Timely,N/A
1057.23,11225,2023-12-01,Timely,N/A
2932.00,11225,2023-12-01,Timely,N/A
1350.98,11225,2023-12-01,Timely,N/A
2333.00,11225,2023-12-01,Timely,N/A
1108.00,11225,2023-12-01,Timely,N/A
554.47,11225,2023-12-01,Timely,N/A
2203.00,11225,2023-12-01,Timely,N/A
497.70,11225,2023-12-01,Timely,N/A
435.03,11225,2023-12-01,Timely,N/A
594.26,11225,2023-12-01,Timely,N/A
2362.59,11225,2023-12-01,Timely,N/A
346.80,11225,2023-12-01,Timely,N/A
1728.54,11225,2023-12-01,Timely,N/A
787.50,11225,2023-12-01,Timely,N/A
691.94,11225,2023-12-01,Timely,N/A
775.00,11225,2023-12-01,Timely,N/A
1120.54,11225,2023-12-01,Timely,N/A
2068.62,11225,2023-12-01,Timely,N/A
595.29,11225,2023-12-01,Timely,N/A
1541.80,11225,2023-12-01,Timely,N/A
1953.01,11225,2023-12-01,Timely,N/A
2614.50,11225,2023-12-01,Timely,N/A
785.43,11225,2023-12-01,Timely,N/A
1985.13,11225,2023-12-01,Timely,N/A
1576.82,11225,2023-12-01,Timely,N/A
2153.00,11225,2023-12-01,Timely,N/A
2043.75,11225,2023-12-01,Timely,N/A
1130.00,11225,2023-12-01,Timely,N/A
970.02,11225,2023-12-01,Timely,N/A
2454.00,11225,2023-12-01,Timely,N/A
1381.25,11225,2023-12-01,Timely,N/A
1918.00,11225,2023-12-01,Timely,N/A
2176.00,11225,2023-12-01,Timely,N/A
2932.00,11225,2023-12-01,Timely,N/A
2609.00,11225,2023-12-01,Timely,N/A
3113.14,11225,2023-12-01,Timely,N/A
1039.78,11225,2023-12-01,Timely,N/A
2156.00,11225,2023-12-01,Timely,N/A
843.00,11225,2023-12-01,Timely,N/A
1050.00,11225,2023-12-01,Timely,N/A
1577.55,11225,2023-12-01,Timely,N/A
2108.80,11225,2023-12-01,Timely,N/A
637.06,11225,2023-12-01,Timely,N/A
1192.96,11225,2023-12-01,Timely,N/A
1634.80,11225,2023-12-01,Timely,N/A
604.80,11225,2023-12-01,Timely,N/A
2609.00,11225,2023-12-01,Timely,N/A
1504.66,11225,2023-12-01,Timely,N/A
3045.00,11225,2023-12-01,Timely,N/A
501.75,11225,2023-12-01,Timely,N/A
1678.00,11225,2023-12-01,Timely,N/A
2003.00,11225,2023-12-01,Timely,N/A
1507.69,11225,2023-12-01,Timely,N/A
1817.00,11225,2023-12-01,Timely,N/A
965.15,11225,2023-12-01,Timely,N/A
2256.05,11225,2023-12-01,Timely,N/A
1090.25,11225,2023-12-01,Timely,N/A
1966.00,11225,2023-12-01,Timely,N/A
2514.00,11225,2023-12-01,Timely,N/A
2381.00,11225,2023-12-01,Timely,N/A
341.20,11225,2023-12-01,Timely,N/A
1667.06,11225,2023-12-01,Timely,N/A
2000.00,11225,2023-12-01,Timely,N/A
2135.00,11225,2023-12-01,Timely,N/A
2087.00,11225,2023-12-01,Timely,N/A
1930.90,11225,2023-12-01,Timely,N/A
938.85,11225,2023-12-01,Timely,N/A
1588.75,11225,2023-12-01,Timely,N/A
1786.76,11225,2023-12-01,Timely,N/A
2609.00,11225,2023-12-01,Timely,N/A
562.70,11225,2023-12-01,Timely,N/A
2176.04,11225,2023-12-01,Timely,N/A
2318.00,11225,2023-12-01,Timely,N/A
2747.04,11225,2023-12-01,Timely,N/A
1919.00,11225,2023-12-01,Timely,N/A
1290.54,11225,2023-12-01,Timely,N/A
1906.16,11225,2023-12-01,Timely,N/A
647.60,11225,2023-12-01,Timely,N/A
2735.00,11225,2023-12-01,Timely,N/A
790.73,11225,2023-12-01,Timely,N/A
2040.41,11225,2023-12-01,Timely,N/A
2657.70,11225,2023-12-01,Timely,N/A
1778.00,11225,2023-12-01,Timely,N/A
3037.80,11225,2023-12-01,Timely,N/A
1555.63,11225,2023-12-01,Timely,N/A
1211.57,11225,2023-12-01,Timely,N/A
1250.04,11225,2023-12-01,Timely,N/A
1844.61,11225,2023-12-01,Timely,N/A
634.54,11225,2023-12-01,Timely,N/A
2545.02,11225,2023-12-01,Timely,N/A
2365.05,11225,2023-12-01,Timely,N/A
2513.80,11225,2023-12-01,Timely,N/A
1545.00,11225,2023-12-01,Timely,N/A
909.00,11225,2023-12-01,Timely,N/A
1852.73,11225,2023-12-01,Timely,N/A
2029.88,11225,2023-12-01,Timely,N/A
861.23,11225,2023-12-01,Timely,N/A
2199.00,11226,2023-12-01,Timely,N/A
1385.00,11226,2023-12-01,Timely,N/A
1626.00,11226,2023-12-01,Timely,N/A
