zip,no_payments,amount_total,modzcta,zcta,pop_est,nyc,NAME,medincomeE,medincomeM,county,total_pop,total_vouchers,prop_pop,prop_vouchers
10025,293,370057.68,10025,10025,92805,TRUE,ZCTA5 10025,106916,7394,New York,8872576,38214,1.0459758248337347,0.7667347045585388
10026,103,159514.92,10026,10026,39363,TRUE,ZCTA5 10026,68831,7178,New York,8872576,38214,0.4436479326860655,0.26953472549327473
10027,224,289929.28,10027,"10027, 10115",64548,TRUE,ZCTA5 10027,63125,7297,New York,8872576,38214,0.727500108198566,0.5861726068979954
10028,7,8303.91,10028,10028,47793,TRUE,ZCTA5 10028,160244,20498,New York,8872576,38214,0.5386597984621377,0.018317893965562358
10029,278,384515.16,10029,10029,79597,TRUE,ZCTA5 10029,35640,5012,New York,8872576,38214,0.8971126311005958,0.7274820746323337
10030,276,385888.15,10030,10030,29882,TRUE,ZCTA5 10030,47765,7808,New York,8872576,38214,0.33679057806887197,0.722248390642173
10031,210,242917.69,10031,10031,60254,TRUE,ZCTA5 10031,64807,3666,New York,8872576,38214,0.679103791277753,0.5495368189668708
10032,162,216150.91,10032,10032,64264,TRUE,ZCTA5 10032,56752,5909,New York,8872576,38214,0.7242992339541527,0.4239284032030146
10033,149,213883.07,10033,10033,59607,TRUE,ZCTA5 10033,77209,5554,New York,8872576,38214,0.6718116587561493,0.38990945726697024
10034,135,187599.66,10034,10034,42910,TRUE,ZCTA5 10034,65109,6102,New York,8872576,38214,0.48362504868935474,0.35327366933584553
10035,208,271475.23,10035,10035,35743,TRUE,ZCTA5 10035,36989,6345,New York,8872576,38214,0.40284805675375446,0.5443031349767101
10036,109,95135.09,10036,"10036, 10110",27428,TRUE,ZCTA5 10036,102287,13577,New York,8872576,38214,0.3091323196329905,0.2852357774637567
10037,224,282368.32,10037,10037,21139,TRUE,ZCTA5 10037,50177,9896,New York,8872576,38214,0.23825098821356952,0.5861726068979954
10038,16,7871.259999999999,10038,10038,22800,TRUE,ZCTA5 10038,99641,15968,New York,8872576,38214,0.256971594269804,0.041869471921285394
10039,236,281786.14,10039,10039,27726,TRUE,ZCTA5 10039,51904,8625,New York,8872576,38214,0.31249098345283266,0.6175747108389595
10040,169,248603.73,10040,10040,44571,TRUE,ZCTA5 10040,59115,4392,New York,8872576,38214,0.5023456547455891,0.44224629716857694
10044,58,87143.17,10044,10044,11682,TRUE,ZCTA5 10044,120759,23645,New York,8872576,38214,0.13166413001139693,0.15177683571465955
10065,8,7021.9800000000005,10065,10065,28109,TRUE,ZCTA5 10065,158276,14319,New York,8872576,38214,0.31680765540920697,0.020934735960642697
10069,35,26419.49,10069,10069,5085,TRUE,ZCTA5 10069,197680,114282,New York,8872576,38214,0.057311427932541806,0.0915894698278118
10075,5,6173.95,10075,"10075, 10162",23140,TRUE,ZCTA5 10075,140736,23957,New York,8872576,38214,0.2608036268159326,0.013084209975401686
10128,12,15471.119999999999,10128,10128,59256,TRUE,ZCTA5 10128,137253,15938,New York,8872576,38214,0.6678556486864694,0.03140210394096404
10301,549,839648.05,10301,10301,38733,TRUE,ZCTA5 10301,84855,5619,Richmond,8872576,38214,0.4365474017917682,1.436646255299105
10302,200,308762.96,10302,10302,18204,TRUE,ZCTA5 10302,75588,10934,Richmond,8872576,38214,0.2051715307933119,0.5233683990160675
10303,235,377244.51,10303,10303,25947,TRUE,ZCTA5 10303,78578,7641,Richmond,8872576,38214,0.29244043668941244,0.6149578688438793
10304,347,477062.06,10304,10304,41064,TRUE,ZCTA5 10304,69479,7528,Richmond,8872576,38214,0.46281936610066793,0.9080441722928769
10305,127,177612.45,10305,10305,42298,TRUE,ZCTA5 10305,84764,6043,Richmond,8872576,38214,0.47672739010632315,0.3323389333752028
10306,138,202466.78,10306,10306,53142,TRUE,ZCTA5 10306,94758,5792,Richmond,8872576,38214,0.5989466869599088,0.3611241953210865
10307,20,29119.52,10307,10307,15232,TRUE,ZCTA5 10307,124738,9276,Richmond,8872576,38214,0.17167505806656375,0.052336839901606744
10308,23,36419.68,10308,10308,30186,TRUE,ZCTA5 10308,122647,9783,Richmond,8872576,38214,0.3402168659924694,0.060187365886847755
10309,38,53279.52,10309,10309,33531,TRUE,ZCTA5 10309,110123,17325,Richmond,8872576,38214,0.3779173038359998,0.0994399958130528
10310,194,288851.78,10310,10310,23262,TRUE,ZCTA5 10310,105523,9938,Richmond,8872576,38214,0.26217865025895526,0.5076673470455855
10312,36,52462.93,10312,10312,61741,TRUE,ZCTA5 10312,107414,5586,Richmond,8872576,38214,0.6958632983250862,0.09420631182289213
10314,118,185473.25,10314,"10311, 10314",90761,TRUE,ZCTA5 10314,103436,5661,Richmond,8872576,38214,1.0229385468211263,0.30878735541947977
10451,825,1038275.61,10451,10451,47798,TRUE,ZCTA5 10451,34316,5828,Bronx,8872576,38214,0.5387161518819337,2.158894645941278
10452,914,1267875.23,10452,10452,76078,TRUE,ZCTA5 10452,36536,3180,Bronx,8872576,38214,0.8574510942481641,2.391793583503428
10453,1039,1451279.72,10453,10453,79606,TRUE,ZCTA5 10453,34800,4035,Bronx,8872576,38214,0.8972140672562288,2.71889883288847
10454,376,504354.63,10454,10454,38203,TRUE,ZCTA5 10454,26400,4309,Bronx,8872576,38214,0.4305739392933912,0.9839325901502067
10455,701,1024781.91,10455,10455,42283,TRUE,ZCTA5 10455,35813,3294,Bronx,8872576,38214,0.47655832984693514,1.8344062385513165
10456,1258,1721834.92,10456,10456,94218,TRUE,ZCTA5 10456,33317,2916,Bronx,8872576,38214,1.0619013012680871,3.291987229811064
10457,1568,2324452.21,10457,10457,74554,TRUE,ZCTA5 10457,41145,5310,Bronx,8872576,38214,0.8402745718943404,4.103208248285969
10458,1204,1832315.24,10458,10458,83960,TRUE,ZCTA5 10458,41550,2405,Bronx,8872576,38214,0.9462866252145938,3.1506777620767257
10459,1024,1500320.13,10459,10459,48351,TRUE,ZCTA5 10459,41270,3387,Bronx,8872576,38214,0.5449488401113723,2.679646202962265
10460,1566,2204042.21,10460,10460,59505,TRUE,ZCTA5 10460,33080,3535,Bronx,8872576,38214,0.6706620489923107,4.097974564295808
10461,282,429358.01,10461,10461,50348,TRUE,ZCTA5 10461,64444,5712,Bronx,8872576,38214,0.5674563959778987,0.737949442612655
10462,579,811605.56,10462,10462,76756,TRUE,ZCTA5 10462,63431,2878,Bronx,8872576,38214,0.8650926179725031,1.5151515151515151
10463,184,264973.11,10463,10463,71360,TRUE,ZCTA5 10463,66780,5146,Bronx,8872576,38214,0.8042760073286496,0.48149892709478204
10463,184,264973.11,10463,10463,71360,TRUE,ZCTA5 10463,66780,5146,New York,8872576,38214,0.8042760073286496,0.48149892709478204
10464,26,39168.09,10464,10464,4434,TRUE,ZCTA5 10464,129109,27791,Bronx,8872576,38214,0.049974212675101354,0.06803789187208877
10465,136,213612.65,10465,10465,44205,TRUE,ZCTA5 10465,85946,6630,Bronx,8872576,38214,0.4982205844165212,0.35589051133092586
10466,995,1510113.1,10466,10466,72479,TRUE,ZCTA5 10466,60892,6496,Bronx,8872576,38214,0.8168879026789965,2.6037577851049356
10467,1349,1932480.11,10467,10467,103732,TRUE,ZCTA5 10467,46228,2151,Bronx,8872576,38214,1.1691305884559344,3.5301198513633745
10468,675,921174.25,10468,10468,78647,TRUE,ZCTA5 10468,43985,3495,Bronx,8872576,38214,0.8864054813393539,1.7663683466792275
10469,679,1060198.31,10469,10469,73870,TRUE,ZCTA5 10469,76731,6438,Bronx,8872576,38214,0.8325654240662463,1.7768357146595488
10470,275,409847.29,10470,10470,15432,TRUE,ZCTA5 10470,75750,8351,Bronx,8872576,38214,0.17392919485840413,0.7196315486470927
10470,275,409847.29,10470,10470,15432,TRUE,ZCTA5 10470,75750,8351,Bronx,8872576,38214,0.17392919485840413,0.7196315486470927
10471,78,106338.47,10471,10471,21896,TRUE,ZCTA5 10471,111418,8884,Bronx,8872576,38214,0.2467828959706854,0.20411367561626625
10472,770,1173571.67,10472,10472,68796,TRUE,ZCTA5 10472,40025,3730,Bronx,8872576,38214,0.7753779736572558,2.0149683362118593
10473,319,462521.5,10473,10473,59609,TRUE,ZCTA5 10473,51379,3396,Bronx,8872576,38214,0.6718342001240677,0.8347725964306276
10474,270,350266.63,10474,10474,12127,TRUE,ZCTA5 10474,40795,7131,Bronx,8872576,38214,0.1366795843732418,0.7065473386716911
10475,43,56395.53,10475,10475,43208,TRUE,ZCTA5 10475,57003,7118,Bronx,8872576,38214,0.4869837125091969,0.11252420578845448
10550,5,3093,NA,NA,NA,FALSE,ZCTA5 10550,54138,7745,Bronx,NA,36,NA,13.88888888888889
10550,5,3093,NA,NA,NA,FALSE,ZCTA5 10550,54138,7745,Westchester,NA,36,NA,13.88888888888889
10553,2,3346,NA,NA,NA,FALSE,ZCTA5 10553,88962,11913,Westchester,NA,36,NA,5.555555555555555
10591,2,2116,NA,NA,NA,FALSE,ZCTA5 10591,107574,8520,Westchester,NA,36,NA,5.555555555555555
10701,6,5149,NA,NA,NA,FALSE,ZCTA5 10701,60022,2475,Westchester,NA,36,NA,16.666666666666664
10703,1,1539,NA,NA,NA,FALSE,ZCTA5 10703,84689,11082,Westchester,NA,36,NA,2.7777777777777777
10705,2,2178.3199999999997,NA,NA,NA,FALSE,ZCTA5 10705,64387,5918,Bronx,NA,36,NA,5.555555555555555
10705,2,2178.3199999999997,NA,NA,NA,FALSE,ZCTA5 10705,64387,5918,Westchester,NA,36,NA,5.555555555555555
11001,2,2694.69,NA,NA,NA,FALSE,ZCTA5 11001,145325,10175,Nassau,NA,36,NA,5.555555555555555
11001,2,2694.69,NA,NA,NA,FALSE,ZCTA5 11001,145325,10175,Queens,NA,36,NA,5.555555555555555
11004,1,863.15,11004,"11004, 11005, 11040",19216,TRUE,ZCTA5 11004,112311,13301,Queens,8872576,38214,0.21657746296002423,0.002616841995080337
11040,1,2246,NA,NA,NA,FALSE,ZCTA5 11040,144174,8261,Nassau,NA,36,NA,2.7777777777777777
11040,1,2246,NA,NA,NA,FALSE,ZCTA5 11040,144174,8261,Queens,NA,36,NA,2.7777777777777777
11101,217,355763.18,11101,11101,30043,TRUE,ZCTA5 11101,109625,9034,Queens,8872576,38214,0.3386051581863035,0.5678547129324332
11102,107,166405.56,11102,11102,30800,TRUE,ZCTA5 11102,103409,8388,Queens,8872576,38214,0.34713706594341937,0.28000209347359606
11103,15,16769.350000000002,11103,11103,36140,TRUE,ZCTA5 11103,88116,6123,Queens,8872576,38214,0.40732251828555766,0.039252629926205054
11104,31,36432.36,11104,11104,26119,TRUE,ZCTA5 11104,83493,6890,Queens,8872576,38214,0.29437899433039516,0.08112210184749044
11105,15,15543.880000000001,11105,11105,37382,TRUE,ZCTA5 11105,97233,7305,Queens,8872576,38214,0.42132070776288644,0.039252629926205054
11106,33,50519.57,11106,11106,38363,TRUE,ZCTA5 11106,81729,6210,Queens,8872576,38214,0.4323772487268635,0.08635578583765112
11109,11,13195.86,11109,11109,5981,TRUE,ZCTA5 11109,173939,41181,Queens,8872576,38214,0.06740996075998673,0.02878526194588371
11123,1,1533.82,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,36,NA,2.7777777777777777
11201,91,134496.84,11201,11201,62823,TRUE,ZCTA5 11201,163310,8192,Kings,8872576,38214,0.7080581783689427,0.23813262155231069
11201,91,134496.84,11201,11201,62823,TRUE,ZCTA5 11201,163310,8192,New York,8872576,38214,0.7080581783689427,0.23813262155231069
11203,455,721041.34,11203,11203,75451,TRUE,ZCTA5 11203,68006,2758,Kings,8872576,38214,0.8503843754057445,1.1906631077615533
11204,42,50014.39,11204,11204,76978,TRUE,ZCTA5 11204,64172,4094,Kings,8872576,38214,0.8675947098114459,0.10990736379337415
11205,72,126166.3,11205,11205,46064,TRUE,ZCTA5 11205,74839,5527,Kings,8872576,38214,0.5191727858966776,0.18841262364578426
11206,278,415161.3,11206,11206,88349,TRUE,ZCTA5 11206,51507,3761,Kings,8872576,38214,0.9957536571115311,0.7274820746323337
11207,1119,1695197.58,11207,11207,91972,TRUE,ZCTA5 11207,52569,3338,Kings,8872576,38214,1.0365873450957197,2.928246192494897
11208,862,1253763.23,11208,11208,98660,TRUE,ZCTA5 11208,56298,3019,Kings,8872576,38214,1.1119656794148622,2.2557177997592506
11209,37,47770.26,11209,"11209, 11425",67809,TRUE,ZCTA5 11209,88546,4912,Kings,8872576,38214,0.7642538085895235,0.09682315381797246
11210,370,731721.46,11210,11210,67040,TRUE,ZCTA5 11210,82904,6100,Kings,8872576,38214,0.7555866526248972,0.9682315381797247
11211,62,98363.13,11211,11211,102624,TRUE,ZCTA5 11211,94824,7298,Kings,8872576,38214,1.1566426706291386,0.16224420369498088
11212,1171,1738896.62,11212,11212,76527,TRUE,ZCTA5 11212,35840,4017,Kings,8872576,38214,0.862511631345846,3.0643219762390745
11213,363,537191.36,11213,11213,66295,TRUE,ZCTA5 11213,54211,4112,Kings,8872576,38214,0.7471899930752918,0.9499136442141624
11214,79,98772.84,11214,11214,92946,TRUE,ZCTA5 11214,60152,2743,Kings,8872576,38214,1.0475649912719824,0.20673051761134664
11215,18,20907.56,11215,11215,70156,TRUE,ZCTA5 11215,173899,7449,Kings,8872576,38214,0.7907061038417704,0.047103155911446065
11216,191,263151.1,11216,11216,56308,TRUE,ZCTA5 11216,92684,5556,Kings,8872576,38214,0.6346296723747421,0.49981682106034436
11217,176,146362.03,11217,11217,41407,TRUE,ZCTA5 11217,152735,9472,Kings,8872576,38214,0.46668521069867425,0.4605641911341394
11218,40,64694.68,11218,11218,74508,TRUE,ZCTA5 11218,87759,6526,Kings,8872576,38214,0.8397561204322171,0.10467367980321349
11219,41,53114.03,11219,11219,90036,TRUE,ZCTA5 11219,51194,4766,Kings,8872576,38214,1.0147673009507048,0.10729052179829382
11220,88,123999.56999999999,11220,11220,95643,TRUE,ZCTA5 11220,62804,2844,Kings,8872576,38214,1.0779620259099498,0.2302820955670697
11221,435,651431.1,11221,11221,83835,TRUE,ZCTA5 11221,77600,5699,Kings,8872576,38214,0.9448777897196935,1.1383262678599466
11222,126,193129.58,11222,11222,36492,TRUE,ZCTA5 11222,126250,10193,Kings,8872576,38214,0.4112897990391967,0.3297220913801225
11223,66,118640.55,11223,11223,81789,TRUE,ZCTA5 11223,61356,4590,Kings,8872576,38214,0.9218179703391665,0.17271157167530224
11224,290,373401.51,11224,11224,46707,TRUE,ZCTA5 11224,40467,3910,Kings,8872576,38214,0.5264198356824444,0.7588841785732978
11225,229,369273.16,11225,11225,58882,TRUE,ZCTA5 11225,82716,7405,Kings,8872576,38214,0.663640412885728,0.5992568168733972
11226,644,1112305.97,11226,11226,100277,TRUE,ZCTA5 11226,75947,4212,Kings,8872576,38214,1.1301903753768918,1.6852462448317371
11228,18,22842.09,11228,11228,44994,TRUE,ZCTA5 11228,83980,6446,Kings,8872576,38214,0.5071131540603315,0.047103155911446065
11229,66,88765.63,11229,11229,83615,TRUE,ZCTA5 11229,72799,5187,Kings,8872576,38214,0.9423982392486692,0.17271157167530224
11230,116,204550.34,11230,11230,89075,TRUE,ZCTA5 11230,65051,3665,Kings,8872576,38214,1.0039361736659118,0.3035536714293191
11231,15,14121.23,11231,11231,37845,TRUE,ZCTA5 11231,130396,9536,Kings,8872576,38214,0.42653903443599694,0.039252629926205054
11232,23,35577.7,11232,11232,27602,TRUE,ZCTA5 11232,79599,10768,Kings,8872576,38214,0.3110934186418916,0.060187365886847755
11233,671,960706.61,11233,11233,76819,TRUE,ZCTA5 11233,57812,5074,Kings,8872576,38214,0.8658026710619329,1.7559009786989062
11234,128,209542.85,11234,11234,95666,TRUE,ZCTA5 11234,91379,2339,Kings,8872576,38214,1.0782212516410115,0.33495577537028315
11235,65,87497.1,11235,11235,78128,TRUE,ZCTA5 11235,61320,3114,Kings,8872576,38214,0.8805559963645283,0.1700947296802219
11236,419,644274.98,11236,11236,100331,TRUE,ZCTA5 11236,79885,4157,Kings,8872576,38214,1.1307989923106885,1.096456795938661
11237,110,169946.64,11237,11237,49310,TRUE,ZCTA5 11237,79136,6178,Kings,8872576,38214,0.555757426028247,0.28785261945883706
11238,181,244592.93,11238,11238,54540,TRUE,ZCTA5 11238,125747,8082,Kings,8872576,38214,0.6147031031348732,0.47364840110954104
11239,166,184315.13,11239,11239,13244,TRUE,ZCTA5 11239,38670,6277,Kings,8872576,38214,0.14926893835567032,0.43439577118333594
11239,166,184315.13,11239,11239,13244,TRUE,ZCTA5 11239,38670,6277,Queens,8872576,38214,0.14926893835567032,0.43439577118333594
11242,1,1646,NA,NA,NA,FALSE,NA,NA,NA,Kings,NA,36,NA,2.7777777777777777
11249,53,41810.03,11211,11211,102624,TRUE,ZCTA5 11249,113946,5991,Kings,8872576,38214,1.1566426706291386,0.13869262573925786
11354,46,72951.66,11354,11354,55200,TRUE,ZCTA5 11354,56854,7173,Queens,8872576,38214,0.6221417545479464,0.12037473177369551
11355,91,124341.24,11355,11355,80853,TRUE,ZCTA5 11355,52658,1913,Queens,8872576,38214,0.9112686101533535,0.23813262155231069
11356,17,23463.98,11356,11356,23362,TRUE,ZCTA5 11356,86717,10821,Queens,8872576,38214,0.2633057186548754,0.04448631391636573
11357,4,4271.0599999999995,11357,"11351, 11357",39902,TRUE,ZCTA5 11357,95987,10237,Queens,8872576,38214,0.4497228313400753,0.010467367980321348
11358,14,23499.74,11358,11358,37190,TRUE,ZCTA5 11358,84020,7384,Queens,8872576,38214,0.41915673644271967,0.036635787931124715
11361,5,8999.06,11361,11361,27246,TRUE,ZCTA5 11361,102343,7652,Queens,8872576,38214,0.30708105515241574,0.013084209975401686
11362,3,4224.79,11362,11362,18721,TRUE,ZCTA5 11362,113688,10011,Queens,8872576,38214,0.2109984744002193,0.00785052598524101
11364,5,5060.55,11364,11364,36806,TRUE,ZCTA5 11364,100577,8715,Queens,8872576,38214,0.41482879380238613,0.013084209975401686
11365,12,18610.06,11365,11365,44983,TRUE,ZCTA5 11365,82655,9084,Queens,8872576,38214,0.5069891765367803,0.03140210394096404
11366,3,3924.85,11366,11366,14650,TRUE,ZCTA5 11366,114881,13629,Queens,8872576,38214,0.16511552000230822,0.00785052598524101
11367,29,37058.33,11367,11367,41824,TRUE,ZCTA5 11367,76888,10314,Queens,8872576,38214,0.47138508590966144,0.07588841785732978
11368,192,272630.67,11368,11368,112425,TRUE,ZCTA5 11368,69391,3913,Queens,8872576,38214,1.2671066441132768,0.5024336630554247
11369,21,27907.18,11369,"11369, 11371",34118,TRUE,ZCTA5 11369,72342,4123,Queens,8872576,38214,0.38453319532005137,0.054953681896687076
11370,11,16682.11,11370,11370,32514,TRUE,ZCTA5 11370,71618,7395,Queens,8872576,38214,0.36645501824949145,0.02878526194588371
11372,40,60259.45,11372,11372,61844,TRUE,ZCTA5 11372,73089,4629,Queens,8872576,38214,0.697024178772884,0.10467367980321349
11373,35,42779.5,11373,11373,93967,TRUE,ZCTA5 11373,67489,2731,Queens,8872576,38214,1.0590723595943274,0.0915894698278118
11374,50,78169.14,11374,11374,42653,TRUE,ZCTA5 11374,86006,5076,Queens,8872576,38214,0.48072848291183984,0.13084209975401687
11375,85,133196.22,11375,11375,73488,TRUE,ZCTA5 11375,103995,6602,Queens,8872576,38214,0.8282600227938312,0.22243156958182864
11377,44,62476.06,11377,11377,86421,TRUE,ZCTA5 11377,72273,3189,Queens,8872576,38214,0.9740237784381899,0.11514104778353484
11378,8,10973.46,11378,11378,37279,TRUE,ZCTA5 11378,90572,7678,Queens,8872576,38214,0.42015982731508866,0.020934735960642697
11379,8,11215.2,11379,11379,37851,TRUE,ZCTA5 11379,89500,8780,Queens,8872576,38214,0.4266066585397522,0.020934735960642697
11385,127,237282.66,11385,11385,106717,TRUE,ZCTA5 11385,85127,3395,Queens,8872576,38214,1.2027735800741521,0.3323389333752028
11411,37,54541.16,11411,"11003, 11411",20930,TRUE,ZCTA5 11411,117018,5908,Queens,8872576,38214,0.2358954152660963,0.09682315381797246
11412,272,357042.08,11412,11412,37458,TRUE,ZCTA5 11412,96094,7302,Queens,8872576,38214,0.4221772797437858,0.7117810226618517
11413,132,216124.01,11413,11413,42443,TRUE,ZCTA5 11413,111065,4905,Queens,8872576,38214,0.4783616392804074,0.3454231433506045
11414,18,29154.08,11414,11414,29219,TRUE,ZCTA5 11414,95370,10885,Queens,8872576,38214,0.32931811460392113,0.047103155911446065
11415,45,72398.4,11415,"11415, 11424",19372,TRUE,ZCTA5 11415,88306,9684,Queens,8872576,38214,0.21833568965765973,0.11775788977861518
11416,99,144090.59,11416,11416,27125,TRUE,ZCTA5 11416,84085,7551,Queens,8872576,38214,0.3057173023933523,0.2590673575129534
11417,76,127987.16,11417,11417,31927,TRUE,ZCTA5 11417,84419,6927,Queens,8872576,38214,0.35983912676543994,0.1988799916261056
11418,74,113329.85,11418,11418,38517,TRUE,ZCTA5 11418,79101,6657,Queens,8872576,38214,0.43411293405658063,0.19364630763594493
11419,66,111230.92,11419,11419,49618,TRUE,ZCTA5 11419,90818,5426,Queens,8872576,38214,0.5592287966876812,0.17271157167530224
11420,106,173913.41,11420,11420,48489,TRUE,ZCTA5 11420,97919,6095,Queens,8872576,38214,0.5465041944977422,0.2773852514785157
11421,88,136762.66,11421,11421,41002,TRUE,ZCTA5 11421,81324,3846,Queens,8872576,38214,0.46212058369519743,0.2302820955670697
11422,103,156365.83,11422,11422,32082,TRUE,ZCTA5 11422,101416,7592,Queens,8872576,38214,0.36158608277911625,0.26953472549327473
11423,103,142501.25,11423,11423,31400,TRUE,ZCTA5 11423,79500,8339,Queens,8872576,38214,0.35389947631894053,0.26953472549327473
11426,8,14052.92,11426,11426,20801,TRUE,ZCTA5 11426,112325,12130,Queens,8872576,38214,0.2344414970353593,0.020934735960642697
11427,9,15690.29,11427,11427,24037,TRUE,ZCTA5 11427,84691,9563,Queens,8872576,38214,0.2709134303273367,0.023551577955723033
11428,51,82213.86,11428,11428,18929,TRUE,ZCTA5 11428,89593,11827,Queens,8872576,38214,0.21334277666373327,0.1334589417490972
11429,72,102621.37,11429,"11001, 11429",31780,TRUE,ZCTA5 11429,95721,11312,Queens,8872576,38214,0.3581823362234372,0.18841262364578426
11430,2,3789,NA,NA,NA,FALSE,ZCTA5 11430,NA,NA,Queens,NA,36,NA,5.555555555555555
11432,159,242096,11432,11432,62053,TRUE,ZCTA5 11432,72001,4489,Queens,8872576,38214,0.6993797517203572,0.4160778772177736
11433,362,501057.74,11433,"11433, 11451",36489,TRUE,ZCTA5 11433,73118,6647,Queens,8872576,38214,0.4112559869873192,0.9472968022190821
11434,275,386612.98,11434,"11430, 11434",65989,TRUE,ZCTA5 11434,71728,2544,Queens,8872576,38214,0.743741163783776,0.7196315486470927
11435,467,866646.09,11435,11435,59296,TRUE,ZCTA5 11435,76915,3900,Queens,8872576,38214,0.6683064760448375,1.2220652117025175
11436,90,136415.09,11436,11436,20077,TRUE,ZCTA5 11436,87685,8389,Queens,8872576,38214,0.22628152184889708,0.23551577955723035
11691,916,1280520.32,11691,11691,67094,TRUE,ZCTA5 11691,59153,7443,Queens,8872576,38214,0.7561952695586941,2.3970272674935886
11692,246,332088.91,11692,11692,20991,TRUE,ZCTA5 11692,57687,8512,Queens,8872576,38214,0.23658292698760766,0.6437431307897629
11693,42,56045.01,11693,11693,12919,TRUE,ZCTA5 11693,72714,12850,Kings,8872576,38214,0.1456059660689297,0.10990736379337415
11693,42,56045.01,11693,11693,12919,TRUE,ZCTA5 11693,72714,12850,Queens,8872576,38214,0.1456059660689297,0.10990736379337415
11694,228,294433.88,11694,11694,21354,TRUE,ZCTA5 11694,100190,8986,Queens,8872576,38214,0.24067418526479795,0.5966399748783168
12771,1,1292,NA,NA,NA,FALSE,ZCTA5 12771,59141,6258,Orange,NA,36,NA,2.7777777777777777
10118,0,NA,10001,"10001, 10119, 10199",23072,TRUE,NA,NA,NA,New York,8872576,38214,0.26003722030670684,0
10004,0,NA,10004,10004,3028,TRUE,ZCTA5 10004,232543,14137,New York,8872576,38214,0.03412763102846344,0
10005,0,NA,10005,"10005, 10271",8831,TRUE,ZCTA5 10005,189886,29192,New York,8872576,38214,0.09953141004371222,0
10006,0,NA,10006,10006,3454,TRUE,ZCTA5 10006,204574,22309,New York,8872576,38214,0.03892894239508346,0
10007,0,NA,10007,"10007, 10278, 10279",7023,TRUE,ZCTA5 10007,250001,NA,New York,8872576,38214,0.07915401344547514,0
10020,0,NA,10019,"10019, 10020, 10103, 10111, 10112",43703,TRUE,ZCTA5 10020,NA,NA,New York,8872576,38214,0.49256270106900185,0
10162,0,NA,10075,"10075, 10162",23140,TRUE,ZCTA5 10162,105391,101452,New York,8872576,38214,0.2608036268159326,0
10280,0,NA,10280,10280,9384,TRUE,ZCTA5 10280,206150,61580,New York,8872576,38214,0.10576409827315089,0
10282,0,NA,10282,10282,5593,TRUE,ZCTA5 10282,250001,NA,New York,8872576,38214,0.06303693538381638,0
11005,0,NA,11004,"11004, 11005, 11040",19216,TRUE,ZCTA5 11005,81328,23276,Queens,8872576,38214,0.21657746296002423,0
11243,0,NA,11217,11217,41407,TRUE,NA,NA,NA,Kings,8872576,38214,0.46668521069867425,0
